country,year,sex,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation,population,age,suicides_no
Luxembourg,2015,male,11.51,Luxembourg2015,,"57,78,44,95,265",107456,Millenials,34757,15-24 years,4
Luxembourg,2015,male,9.32,Luxembourg2015,,"57,78,44,95,265",107456,Millenials,42930,25-34 years,4
Luxembourg,2015,female,8.62,Luxembourg2015,,"57,78,44,95,265",107456,Silent,23189,75+ years,2
Luxembourg,2015,female,6.98,Luxembourg2015,,"57,78,44,95,265",107456,Generation X,85928,35-54 years,6
Luxembourg,2015,female,3.29,Luxembourg2015,,"57,78,44,95,265",107456,Generation Z,30367,5-14 years,1
Luxembourg,2015,female,3.01,Luxembourg2015,,"57,78,44,95,265",107456,Millenials,33170,15-24 years,1
Luxembourg,2015,female,0,Luxembourg2015,,"57,78,44,95,265",107456,Millenials,42000,25-34 years,0
Luxembourg,2015,male,0,Luxembourg2015,,"57,78,44,95,265",107456,Generation Z,32098,5-14 years,0
Macau,1994,male,55.22,Macau1994,,"6,26,58,44,252",18081,G.I. Generation,3622,75+ years,2
Macau,1994,female,49.13,Macau1994,,"6,26,58,44,252",18081,G.I. Generation,6106,75+ years,3
Macau,1994,female,14.75,Macau1994,,"6,26,58,44,252",18081,Silent,20340,55-74 years,3
Macau,1994,male,11.58,Macau1994,,"6,26,58,44,252",18081,Silent,17269,55-74 years,2
Macau,1994,male,10.78,Macau1994,,"6,26,58,44,252",18081,Boomers,55677,35-54 years,6
Macau,1994,male,8.74,Macau1994,,"6,26,58,44,252",18081,Boomers,34319,25-34 years,3
Macau,1994,male,8.64,Macau1994,,"6,26,58,44,252",18081,Generation X,23147,15-24 years,2
Macau,1994,female,8.28,Macau1994,,"6,26,58,44,252",18081,Boomers,48296,35-54 years,4
Macau,1994,female,4.62,Macau1994,,"6,26,58,44,252",18081,Boomers,43286,25-34 years,2
Macau,1994,female,0,Macau1994,,"6,26,58,44,252",18081,Generation X,28458,15-24 years,0
Macau,1994,female,0,Macau1994,,"6,26,58,44,252",18081,Millenials,32221,5-14 years,0
Macau,1994,male,0,Macau1994,,"6,26,58,44,252",18081,Millenials,33801,5-14 years,0
Maldives,2000,female,0,Maldives2000,0.603,"62,43,37,145",2524,Generation X,30505,15-24 years,0
Maldives,2000,female,0,Maldives2000,0.603,"62,43,37,145",2524,Generation X,20187,25-34 years,0
Maldives,2000,female,0,Maldives2000,0.603,"62,43,37,145",2524,Boomers,21530,35-54 years,0
Maldives,2000,female,0,Maldives2000,0.603,"62,43,37,145",2524,Millenials,39553,5-14 years,0
Maldives,2000,female,0,Maldives2000,0.603,"62,43,37,145",2524,Silent,9708,55-74 years,0
Maldives,2000,female,0,Maldives2000,0.603,"62,43,37,145",2524,G.I. Generation,875,75+ years,0
Maldives,2000,male,0,Maldives2000,0.603,"62,43,37,145",2524,Generation X,30141,15-24 years,0
Maldives,2000,male,0,Maldives2000,0.603,"62,43,37,145",2524,Generation X,18613,25-34 years,0
Maldives,2000,male,0,Maldives2000,0.603,"62,43,37,145",2524,Boomers,21191,35-54 years,0
Maldives,2000,male,0,Maldives2000,0.603,"62,43,37,145",2524,Millenials,41677,5-14 years,0
Maldives,2000,male,0,Maldives2000,0.603,"62,43,37,145",2524,Silent,11950,55-74 years,0
Maldives,2000,male,0,Maldives2000,0.603,"62,43,37,145",2524,G.I. Generation,1457,75+ years,0
Maldives,2001,female,102.46,Maldives2001,,"87,01,79,739",3406,Silent,976,75+ years,1
Maldives,2001,male,5.03,Maldives2001,,"87,01,79,739",3406,Generation X,19879,25-34 years,1
Maldives,2001,male,3,Maldives2001,,"87,01,79,739",3406,Millenials,33293,15-24 years,1
Maldives,2001,female,0,Maldives2001,,"87,01,79,739",3406,Millenials,32184,15-24 years,0
Maldives,2001,female,0,Maldives2001,,"87,01,79,739",3406,Generation X,20790,25-34 years,0
Maldives,2001,female,0,Maldives2001,,"87,01,79,739",3406,Boomers,22699,35-54 years,0
Maldives,2001,female,0,Maldives2001,,"87,01,79,739",3406,Millenials,38833,5-14 years,0
Maldives,2001,female,0,Maldives2001,,"87,01,79,739",3406,Silent,9895,55-74 years,0
Maldives,2001,male,0,Maldives2001,,"87,01,79,739",3406,Boomers,22506,35-54 years,0
Maldives,2001,male,0,Maldives2001,,"87,01,79,739",3406,Millenials,40987,5-14 years,0
Maldives,2001,male,0,Maldives2001,,"87,01,79,739",3406,Silent,11895,55-74 years,0
Maldives,2001,male,0,Maldives2001,,"87,01,79,739",3406,Silent,1566,75+ years,0
Maldives,2002,male,4.15,Maldives2002,,"89,70,31,250",3401,Boomers,24087,35-54 years,1
Maldives,2002,female,2.95,Maldives2002,,"89,70,31,250",3401,Millenials,33844,15-24 years,1
Maldives,2002,male,2.74,Maldives2002,,"89,70,31,250",3401,Millenials,36435,15-24 years,1
Maldives,2002,female,0,Maldives2002,,"89,70,31,250",3401,Generation X,21420,25-34 years,0
Maldives,2002,female,0,Maldives2002,,"89,70,31,250",3401,Boomers,23970,35-54 years,0
Maldives,2002,female,0,Maldives2002,,"89,70,31,250",3401,Millenials,37872,5-14 years,0
Maldives,2002,female,0,Maldives2002,,"89,70,31,250",3401,Silent,10045,55-74 years,0
Maldives,2002,female,0,Maldives2002,,"89,70,31,250",3401,Silent,1075,75+ years,0
Maldives,2002,male,0,Maldives2002,,"89,70,31,250",3401,Generation X,21431,25-34 years,0
Maldives,2002,male,0,Maldives2002,,"89,70,31,250",3401,Millenials,40027,5-14 years,0
Maldives,2002,male,0,Maldives2002,,"89,70,31,250",3401,Silent,11868,55-74 years,0
Maldives,2002,male,0,Maldives2002,,"89,70,31,250",3401,Silent,1673,75+ years,0
Maldives,2003,male,11.57,Maldives2003,,"1,05,21,21,055",3867,Boomers,25926,35-54 years,3
Maldives,2003,female,3.95,Maldives2003,,"1,05,21,21,055",3867,Boomers,25331,35-54 years,1
Maldives,2003,female,0,Maldives2003,,"1,05,21,21,055",3867,Millenials,35389,15-24 years,0
Maldives,2003,female,0,Maldives2003,,"1,05,21,21,055",3867,Generation X,22136,25-34 years,0
Maldives,2003,female,0,Maldives2003,,"1,05,21,21,055",3867,Millenials,36749,5-14 years,0
Maldives,2003,female,0,Maldives2003,,"1,05,21,21,055",3867,Silent,10178,55-74 years,0
Maldives,2003,female,0,Maldives2003,,"1,05,21,21,055",3867,Silent,1172,75+ years,0
Maldives,2003,male,0,Maldives2003,,"1,05,21,21,055",3867,Millenials,39360,15-24 years,0
Maldives,2003,male,0,Maldives2003,,"1,05,21,21,055",3867,Generation X,23334,25-34 years,0
Maldives,2003,male,0,Maldives2003,,"1,05,21,21,055",3867,Millenials,38880,5-14 years,0
Maldives,2003,male,0,Maldives2003,,"1,05,21,21,055",3867,Silent,11874,55-74 years,0
Maldives,2003,male,0,Maldives2003,,"1,05,21,21,055",3867,Silent,1781,75+ years,0
Maldives,2004,female,3.74,Maldives2004,,"1,22,68,29,563",4373,Boomers,26744,35-54 years,1
Maldives,2004,female,0,Maldives2004,,"1,22,68,29,563",4373,Millenials,36682,15-24 years,0
Maldives,2004,female,0,Maldives2004,,"1,22,68,29,563",4373,Generation X,23017,25-34 years,0
Maldives,2004,female,0,Maldives2004,,"1,22,68,29,563",4373,Millenials,35553,5-14 years,0
Maldives,2004,female,0,Maldives2004,,"1,22,68,29,563",4373,Silent,10331,55-74 years,0
Maldives,2004,female,0,Maldives2004,,"1,22,68,29,563",4373,Silent,1273,75+ years,0
Maldives,2004,male,0,Maldives2004,,"1,22,68,29,563",4373,Millenials,41834,15-24 years,0
Maldives,2004,male,0,Maldives2004,,"1,22,68,29,563",4373,Generation X,25657,25-34 years,0
Maldives,2004,male,0,Maldives2004,,"1,22,68,29,563",4373,Boomers,27988,35-54 years,0
Maldives,2004,male,0,Maldives2004,,"1,22,68,29,563",4373,Millenials,37626,5-14 years,0
Maldives,2004,male,0,Maldives2004,,"1,22,68,29,563",4373,Silent,11921,55-74 years,0
Maldives,2004,male,0,Maldives2004,,"1,22,68,29,563",4373,Silent,1900,75+ years,0
Maldives,2005,male,2.75,Maldives2005,0.638,"1,16,33,62,438",4026,Millenials,36354,5-14 years,1
Maldives,2005,female,0,Maldives2005,0.638,"1,16,33,62,438",4026,Millenials,37646,15-24 years,0
Maldives,2005,female,0,Maldives2005,0.638,"1,16,33,62,438",4026,Generation X,24094,25-34 years,0
Maldives,2005,female,0,Maldives2005,0.638,"1,16,33,62,438",4026,Boomers,28181,35-54 years,0
Maldives,2005,female,0,Maldives2005,0.638,"1,16,33,62,438",4026,Millenials,34367,5-14 years,0
Maldives,2005,female,0,Maldives2005,0.638,"1,16,33,62,438",4026,Silent,10524,55-74 years,0
Maldives,2005,female,0,Maldives2005,0.638,"1,16,33,62,438",4026,Silent,1384,75+ years,0
Maldives,2005,male,0,Maldives2005,0.638,"1,16,33,62,438",4026,Millenials,43696,15-24 years,0
Maldives,2005,male,0,Maldives2005,0.638,"1,16,33,62,438",4026,Generation X,28406,25-34 years,0
Maldives,2005,male,0,Maldives2005,0.638,"1,16,33,62,438",4026,Boomers,30244,35-54 years,0
Maldives,2005,male,0,Maldives2005,0.638,"1,16,33,62,438",4026,Silent,12007,55-74 years,0
Maldives,2005,male,0,Maldives2005,0.638,"1,16,33,62,438",4026,Silent,2033,75+ years,0
Maldives,2007,male,5.95,Maldives2007,,"1,86,83,83,461",6115,Generation X,33612,25-34 years,2
Maldives,2007,female,3.77,Maldives2007,,"1,86,83,83,461",6115,Generation X,26539,25-34 years,1
Maldives,2007,female,2.56,Maldives2007,,"1,86,83,83,461",6115,Millenials,39138,15-24 years,1
Maldives,2007,male,2.08,Maldives2007,,"1,86,83,83,461",6115,Millenials,48015,15-24 years,1
Maldives,2007,female,0,Maldives2007,,"1,86,83,83,461",6115,Boomers,30921,35-54 years,0
Maldives,2007,female,0,Maldives2007,,"1,86,83,83,461",6115,Generation Z,31970,5-14 years,0
Maldives,2007,female,0,Maldives2007,,"1,86,83,83,461",6115,Silent,10963,55-74 years,0
Maldives,2007,female,0,Maldives2007,,"1,86,83,83,461",6115,Silent,1654,75+ years,0
Maldives,2007,male,0,Maldives2007,,"1,86,83,83,461",6115,Boomers,34278,35-54 years,0
Maldives,2007,male,0,Maldives2007,,"1,86,83,83,461",6115,Generation Z,33952,5-14 years,0
Maldives,2007,male,0,Maldives2007,,"1,86,83,83,461",6115,Silent,12063,55-74 years,0
Maldives,2007,male,0,Maldives2007,,"1,86,83,83,461",6115,Silent,2431,75+ years,0
Maldives,2008,female,0,Maldives2008,,"2,27,16,46,188",7236,Millenials,39416,15-24 years,0
Maldives,2008,female,0,Maldives2008,,"2,27,16,46,188",7236,Generation X,28020,25-34 years,0
Maldives,2008,female,0,Maldives2008,,"2,27,16,46,188",7236,Boomers,32315,35-54 years,0
Maldives,2008,female,0,Maldives2008,,"2,27,16,46,188",7236,Generation Z,30881,5-14 years,0
Maldives,2008,female,0,Maldives2008,,"2,27,16,46,188",7236,Silent,11260,55-74 years,0
Maldives,2008,female,0,Maldives2008,,"2,27,16,46,188",7236,Silent,1805,75+ years,0
Maldives,2008,male,0,Maldives2008,,"2,27,16,46,188",7236,Millenials,49380,15-24 years,0
Maldives,2008,male,0,Maldives2008,,"2,27,16,46,188",7236,Generation X,36778,25-34 years,0
Maldives,2008,male,0,Maldives2008,,"2,27,16,46,188",7236,Boomers,36569,35-54 years,0
Maldives,2008,male,0,Maldives2008,,"2,27,16,46,188",7236,Generation Z,32676,5-14 years,0
Maldives,2008,male,0,Maldives2008,,"2,27,16,46,188",7236,Silent,12185,55-74 years,0
Maldives,2008,male,0,Maldives2008,,"2,27,16,46,188",7236,Silent,2639,75+ years,0
Maldives,2010,male,1.99,Maldives2010,0.683,"2,58,81,76,055",7806,Millenials,50279,15-24 years,1
Maldives,2010,female,0,Maldives2010,0.683,"2,58,81,76,055",7806,Millenials,39026,15-24 years,0
Maldives,2010,female,0,Maldives2010,0.683,"2,58,81,76,055",7806,Generation X,31331,25-34 years,0
Maldives,2010,female,0,Maldives2010,0.683,"2,58,81,76,055",7806,Generation X,35077,35-54 years,0
Maldives,2010,female,0,Maldives2010,0.683,"2,58,81,76,055",7806,Generation Z,29203,5-14 years,0
Maldives,2010,female,0,Maldives2010,0.683,"2,58,81,76,055",7806,Silent,12087,55-74 years,0
Maldives,2010,female,0,Maldives2010,0.683,"2,58,81,76,055",7806,Silent,2155,75+ years,0
Maldives,2010,male,0,Maldives2010,0.683,"2,58,81,76,055",7806,Generation X,44119,25-34 years,0
Maldives,2010,male,0,Maldives2010,0.683,"2,58,81,76,055",7806,Generation X,41732,35-54 years,0
Maldives,2010,male,0,Maldives2010,0.683,"2,58,81,76,055",7806,Generation Z,30688,5-14 years,0
Maldives,2010,male,0,Maldives2010,0.683,"2,58,81,76,055",7806,Silent,12814,55-74 years,0
Maldives,2010,male,0,Maldives2010,0.683,"2,58,81,76,055",7806,Silent,3048,75+ years,0
Maldives,2011,male,3.32,Maldives2011,0.69,"2,77,43,51,760",8135,Generation Z,30136,5-14 years,1
Maldives,2011,male,2.07,Maldives2011,0.69,"2,77,43,51,760",8135,Millenials,48207,25-34 years,1
Maldives,2011,female,0,Maldives2011,0.69,"2,77,43,51,760",8135,Millenials,38483,15-24 years,0
Maldives,2011,female,0,Maldives2011,0.69,"2,77,43,51,760",8135,Millenials,33114,25-34 years,0
Maldives,2011,female,0,Maldives2011,0.69,"2,77,43,51,760",8135,Generation X,36341,35-54 years,0
Maldives,2011,female,0,Maldives2011,0.69,"2,77,43,51,760",8135,Generation Z,28689,5-14 years,0
Maldives,2011,female,0,Maldives2011,0.69,"2,77,43,51,760",8135,Boomers,12507,55-74 years,0
Maldives,2011,female,0,Maldives2011,0.69,"2,77,43,51,760",8135,Silent,2370,75+ years,0
Maldives,2011,male,0,Maldives2011,0.69,"2,77,43,51,760",8135,Millenials,50597,15-24 years,0
Maldives,2011,male,0,Maldives2011,0.69,"2,77,43,51,760",8135,Generation X,44123,35-54 years,0
Maldives,2011,male,0,Maldives2011,0.69,"2,77,43,51,760",8135,Boomers,13188,55-74 years,0
Maldives,2011,male,0,Maldives2011,0.69,"2,77,43,51,760",8135,Silent,3263,75+ years,0
Malta,1985,male,4.63,Malta1985,0.713,"1,11,78,35,286",3639,G.I. Generation,21600,55-74 years,1
Malta,1985,male,4.13,Malta1985,0.713,"1,11,78,35,286",3639,Generation X,24200,15-24 years,1
Malta,1985,female,0,Malta1985,0.713,"1,11,78,35,286",3639,Generation X,23000,15-24 years,0
Malta,1985,female,0,Malta1985,0.713,"1,11,78,35,286",3639,Boomers,29600,25-34 years,0
Malta,1985,female,0,Malta1985,0.713,"1,11,78,35,286",3639,Silent,46100,35-54 years,0
Malta,1985,female,0,Malta1985,0.713,"1,11,78,35,286",3639,Generation X,25900,5-14 years,0
Malta,1985,female,0,Malta1985,0.713,"1,11,78,35,286",3639,G.I. Generation,26500,55-74 years,0
Malta,1985,female,0,Malta1985,0.713,"1,11,78,35,286",3639,G.I. Generation,7300,75+ years,0
Malta,1985,male,0,Malta1985,0.713,"1,11,78,35,286",3639,Boomers,29600,25-34 years,0
Malta,1985,male,0,Malta1985,0.713,"1,11,78,35,286",3639,Silent,40800,35-54 years,0
Malta,1985,male,0,Malta1985,0.713,"1,11,78,35,286",3639,Generation X,27900,5-14 years,0
Malta,1985,male,0,Malta1985,0.713,"1,11,78,35,286",3639,G.I. Generation,4700,75+ years,0
Malta,1986,female,3.61,Malta1986,,"1,43,50,79,200",4544,Boomers,27700,25-34 years,1
Malta,1986,female,0,Malta1986,,"1,43,50,79,200",4544,Generation X,24100,15-24 years,0
Malta,1986,female,0,Malta1986,,"1,43,50,79,200",4544,Silent,46100,35-54 years,0
Malta,1986,female,0,Malta1986,,"1,43,50,79,200",4544,Generation X,26700,5-14 years,0
Malta,1986,female,0,Malta1986,,"1,43,50,79,200",4544,G.I. Generation,28200,55-74 years,0
Malta,1986,female,0,Malta1986,,"1,43,50,79,200",4544,G.I. Generation,7900,75+ years,0
Malta,1986,male,0,Malta1986,,"1,43,50,79,200",4544,Generation X,25600,15-24 years,0
Malta,1986,male,0,Malta1986,,"1,43,50,79,200",4544,Boomers,28400,25-34 years,0
Malta,1986,male,0,Malta1986,,"1,43,50,79,200",4544,Silent,43400,35-54 years,0
Malta,1986,male,0,Malta1986,,"1,43,50,79,200",4544,Generation X,28400,5-14 years,0
Malta,1986,male,0,Malta1986,,"1,43,50,79,200",4544,G.I. Generation,24000,55-74 years,0
Malta,1986,male,0,Malta1986,,"1,43,50,79,200",4544,G.I. Generation,5300,75+ years,0
Malta,1987,male,18.87,Malta1987,,"1,75,12,47,763",5517,G.I. Generation,5300,75+ years,1
Malta,1987,female,0,Malta1987,,"1,75,12,47,763",5517,Generation X,24000,15-24 years,0
Malta,1987,female,0,Malta1987,,"1,75,12,47,763",5517,Boomers,27700,25-34 years,0
Malta,1987,female,0,Malta1987,,"1,75,12,47,763",5517,Silent,46400,35-54 years,0
Malta,1987,female,0,Malta1987,,"1,75,12,47,763",5517,Generation X,26900,5-14 years,0
Malta,1987,female,0,Malta1987,,"1,75,12,47,763",5517,G.I. Generation,28600,55-74 years,0
Malta,1987,female,0,Malta1987,,"1,75,12,47,763",5517,G.I. Generation,8000,75+ years,0
Malta,1987,male,0,Malta1987,,"1,75,12,47,763",5517,Generation X,25500,15-24 years,0
Malta,1987,male,0,Malta1987,,"1,75,12,47,763",5517,Boomers,28500,25-34 years,0
Malta,1987,male,0,Malta1987,,"1,75,12,47,763",5517,Silent,43900,35-54 years,0
Malta,1987,male,0,Malta1987,,"1,75,12,47,763",5517,Generation X,28600,5-14 years,0
Malta,1987,male,0,Malta1987,,"1,75,12,47,763",5517,G.I. Generation,24000,55-74 years,0
Malta,1988,male,10.45,Malta1988,,"2,01,94,74,244",6295,Boomers,28700,25-34 years,3
Malta,1988,male,7.87,Malta1988,,"2,01,94,74,244",6295,Generation X,25400,15-24 years,2
Malta,1988,male,6.68,Malta1988,,"2,01,94,74,244",6295,Silent,44900,35-54 years,3
Malta,1988,female,3.61,Malta1988,,"2,01,94,74,244",6295,Boomers,27700,25-34 years,1
Malta,1988,female,0,Malta1988,,"2,01,94,74,244",6295,Generation X,24000,15-24 years,0
Malta,1988,female,0,Malta1988,,"2,01,94,74,244",6295,Silent,47200,35-54 years,0
Malta,1988,female,0,Malta1988,,"2,01,94,74,244",6295,Generation X,27200,5-14 years,0
Malta,1988,female,0,Malta1988,,"2,01,94,74,244",6295,G.I. Generation,29000,55-74 years,0
Malta,1988,female,0,Malta1988,,"2,01,94,74,244",6295,G.I. Generation,8100,75+ years,0
Malta,1988,male,0,Malta1988,,"2,01,94,74,244",6295,Generation X,28900,5-14 years,0
Malta,1988,male,0,Malta1988,,"2,01,94,74,244",6295,G.I. Generation,24300,55-74 years,0
Malta,1988,male,0,Malta1988,,"2,01,94,74,244",6295,G.I. Generation,5400,75+ years,0
Malta,1989,male,19.76,Malta1989,,"2,11,85,74,772",6539,Generation X,25300,15-24 years,5
Malta,1989,male,17.86,Malta1989,,"2,11,85,74,772",6539,G.I. Generation,5600,75+ years,1
Malta,1989,male,16.26,Malta1989,,"2,11,85,74,772",6539,G.I. Generation,24600,55-74 years,4
Malta,1989,male,13.89,Malta1989,,"2,11,85,74,772",6539,Boomers,28800,25-34 years,4
Malta,1989,male,8.68,Malta1989,,"2,11,85,74,772",6539,Silent,46100,35-54 years,4
Malta,1989,female,7.25,Malta1989,,"2,11,85,74,772",6539,Boomers,27600,25-34 years,2
Malta,1989,female,6.26,Malta1989,,"2,11,85,74,772",6539,Silent,47900,35-54 years,3
Malta,1989,female,0,Malta1989,,"2,11,85,74,772",6539,Generation X,24000,15-24 years,0
Malta,1989,female,0,Malta1989,,"2,11,85,74,772",6539,Generation X,27300,5-14 years,0
Malta,1989,female,0,Malta1989,,"2,11,85,74,772",6539,G.I. Generation,29500,55-74 years,0
Malta,1989,female,0,Malta1989,,"2,11,85,74,772",6539,G.I. Generation,8300,75+ years,0
Malta,1989,male,0,Malta1989,,"2,11,85,74,772",6539,Generation X,29000,5-14 years,0
Malta,1990,male,8.44,Malta1990,0.729,"2,54,71,63,582",7780,Silent,47400,35-54 years,4
Malta,1990,male,7.81,Malta1990,0.729,"2,54,71,63,582",7780,Generation X,25600,15-24 years,2
Malta,1990,male,4,Malta1990,0.729,"2,54,71,63,582",7780,G.I. Generation,25000,55-74 years,1
Malta,1990,male,3.5,Malta1990,0.729,"2,54,71,63,582",7780,Boomers,28600,25-34 years,1
Malta,1990,female,0,Malta1990,0.729,"2,54,71,63,582",7780,Generation X,24100,15-24 years,0
Malta,1990,female,0,Malta1990,0.729,"2,54,71,63,582",7780,Boomers,27300,25-34 years,0
Malta,1990,female,0,Malta1990,0.729,"2,54,71,63,582",7780,Silent,48900,35-54 years,0
Malta,1990,female,0,Malta1990,0.729,"2,54,71,63,582",7780,Generation X,27400,5-14 years,0
Malta,1990,female,0,Malta1990,0.729,"2,54,71,63,582",7780,G.I. Generation,30200,55-74 years,0
Malta,1990,female,0,Malta1990,0.729,"2,54,71,63,582",7780,G.I. Generation,8400,75+ years,0
Malta,1990,male,0,Malta1990,0.729,"2,54,71,63,582",7780,Generation X,28900,5-14 years,0
Malta,1990,male,0,Malta1990,0.729,"2,54,71,63,582",7780,G.I. Generation,5600,75+ years,0
Malta,1991,male,11.49,Malta1991,,"2,75,00,41,434",8313,Generation X,26100,15-24 years,3
Malta,1991,male,10.68,Malta1991,,"2,75,00,41,434",8313,Boomers,28100,25-34 years,3
Malta,1991,male,6.16,Malta1991,,"2,75,00,41,434",8313,Boomers,48700,35-54 years,3
Malta,1991,female,2.01,Malta1991,,"2,75,00,41,434",8313,Boomers,49800,35-54 years,1
Malta,1991,female,0,Malta1991,,"2,75,00,41,434",8313,Generation X,24600,15-24 years,0
Malta,1991,female,0,Malta1991,,"2,75,00,41,434",8313,Boomers,26900,25-34 years,0
Malta,1991,female,0,Malta1991,,"2,75,00,41,434",8313,Millenials,27300,5-14 years,0
Malta,1991,female,0,Malta1991,,"2,75,00,41,434",8313,Silent,30900,55-74 years,0
Malta,1991,female,0,Malta1991,,"2,75,00,41,434",8313,G.I. Generation,8500,75+ years,0
Malta,1991,male,0,Malta1991,,"2,75,00,41,434",8313,Millenials,28800,5-14 years,0
Malta,1991,male,0,Malta1991,,"2,75,00,41,434",8313,Silent,25500,55-74 years,0
Malta,1991,male,0,Malta1991,,"2,75,00,41,434",8313,G.I. Generation,5600,75+ years,0
Malta,1992,male,36.36,Malta1992,,"3,02,19,10,217",9040,G.I. Generation,5500,75+ years,2
Malta,1992,male,14.44,Malta1992,,"3,02,19,10,217",9040,Boomers,27700,25-34 years,4
Malta,1992,male,11.45,Malta1992,,"3,02,19,10,217",9040,Silent,26200,55-74 years,3
Malta,1992,female,9.49,Malta1992,,"3,02,19,10,217",9040,Silent,31600,55-74 years,3
Malta,1992,male,7.49,Malta1992,,"3,02,19,10,217",9040,Generation X,26700,15-24 years,2
Malta,1992,female,5.91,Malta1992,,"3,02,19,10,217",9040,Boomers,50800,35-54 years,3
